time,mass
2016-06-22 10:42:22,"713		1266.0407578945	1589710.0000000000"
2016-06-22 10:42:23,"709		1267.0370230675	1589310.0000000000"
2016-06-22 10:42:24,"711		1268.0392339230	1591080.0000000000"
2016-06-22 10:42:25,"709		1269.0375308990	1591140.0000000000"
2016-06-22 10:42:26,"747		1270.0757329464	1590980.0000000000"
2016-06-22 10:42:27,"730		1271.0580260754	1590360.0000000000"
2016-06-22 10:42:28,"713		1272.0412600040	1589600.0000000000"
2016-06-22 10:42:29,"713		1273.0415408611	1589720.0000000000"
2016-06-22 10:42:30,"709		1274.0375669003	1590530.0000000000"
2016-06-22 10:42:31,"712		1275.0400519371	1590500.0000000000"
2016-06-22 10:42:32,"723		1276.0512590408	1589950.0000000000"
2016-06-22 10:42:33,"710		1277.0385298729	1590680.0000000000"
2016-06-22 10:42:34,"715		1278.0437090397	1590840.0000000000"
2016-06-22 10:42:35,"709		1279.0369429588	1590700.0000000000"
2016-06-22 10:42:36,"714		1280.0420880318	1589570.0000000000"
2016-06-22 10:42:37,"709		1281.0373518467	1590010.0000000000"
2016-06-22 10:42:38,"738		1282.0665099621	1588940.0000000000"
2016-06-22 10:42:39,"722		1283.0498669147	1589800.0000000000"
2016-06-22 10:42:40,"711		1284.0391850471	1589530.0000000000"
2016-06-22 10:42:41,"709		1285.0373790264	1589740.0000000000"
2016-06-22 10:42:42,"709		1286.0375959873	1587910.0000000000"
2016-06-22 10:42:43,"736		1287.0637948513	1589190.0000000000"
2016-06-22 10:42:44,"715		1288.0430638790	1588850.0000000000"
2016-06-22 10:42:45,"713		1289.0413150787	1589810.0000000000"
2016-06-22 10:42:46,"709		1290.0375039577	1589870.0000000000"
2016-06-22 10:42:47,"712		1291.0397980213	1588850.0000000000"
2016-06-22 10:42:48,"709		1292.0370018482	1588370.0000000000"
2016-06-22 10:42:49,"747		1293.0752210617	1587720.0000000000"
2016-06-22 10:42:50,"730		1294.0584628582	1588020.0000000000"
2016-06-22 10:42:51,"712		1295.0406620502	1588480.0000000000"
2016-06-22 10:42:52,"714		1296.0419168472	1587820.0000000000"
2016-06-22 10:42:53,"709		1297.0371909142	1588950.0000000000"
2016-06-22 10:42:54,"713		1298.0413129330	1589300.0000000000"
2016-06-22 10:42:55,"727		1299.0555160046	1588370.0000000000"
2016-06-22 10:42:56,"710		1300.0387349129	1588760.0000000000"
2016-06-22 10:42:57,"709		1301.0369648933	1588370.0000000000"
2016-06-22 10:42:58,"710		1302.0381889343	1587770.0000000000"
2016-06-22 10:42:59,"714		1303.0423009396	1588270.0000000000"
2016-06-22 10:43:00,"709		1304.0375590324	1588110.0000000000"
2016-06-22 10:43:01,"739		1305.0677108765	1587580.0000000000"
2016-06-22 10:43:02,"723		1306.0509040356	1587590.0000000000"
2016-06-22 10:43:03,"711		1307.0391750336	1587480.0000000000"
2016-06-22 10:43:04,"709		1308.0374219418	1588060.0000000000"
2016-06-22 10:43:05,"710		1309.0386829376	1587330.0000000000"
2016-06-22 10:43:06,"733		1310.0608708858	1587830.0000000000"
2016-06-22 10:43:07,"719		1311.0470619202	1587870.0000000000"
2016-06-22 10:43:08,"713		1312.0412168503	1589580.0000000000"
2016-06-22 10:43:09,"709		1313.0374560356	1587870.0000000000"
2016-06-22 10:43:10,"712		1314.0405728817	1589120.0000000000"
2016-06-22 10:43:11,"709		1315.0377500057	1590130.0000000000"
2016-06-22 10:43:12,"748		1316.0758838654	1589520.0000000000"
2016-06-22 10:43:13,"730		1317.0582258701	1589670.0000000000"
2016-06-22 10:43:14,"713		1318.0414700508	1588440.0000000000"
2016-06-22 10:43:15,"713		1319.0416889191	1587550.0000000000"
2016-06-22 10:43:16,"709		1320.0369839668	1586990.0000000000"
2016-06-22 10:43:17,"713		1321.0411789417	1587350.0000000000"
2016-06-22 10:43:18,"724		1322.0524668694	1586840.0000000000"
2016-06-22 10:43:19,"711		1323.0396139622	1586760.0000000000"
2016-06-22 10:43:20,"710		1324.0378010273	1586560.0000000000"
2016-06-22 10:43:21,"710		1325.0380399227	1587020.0000000000"
2016-06-22 10:43:22,"715		1326.0431950092	1586750.0000000000"
2016-06-22 10:43:23,"709		1327.0374379158	1587660.0000000000"
2016-06-22 10:43:24,"739		1328.0676798820	1588310.0000000000"
2016-06-22 10:43:25,"722		1329.0498559475	1590260.0000000000"
2016-06-22 10:43:26,"712		1330.0402100086	1590120.0000000000"
2016-06-22 10:43:27,"709		1331.0372610092	1589950.0000000000"
2016-06-22 10:43:28,"710		1332.0386178493	1589050.0000000000"
2016-06-22 10:43:29,"709		1333.0368368626	1590290.0000000000"
2016-06-22 10:43:30,"716		1334.0440149307	1590320.0000000000"
2016-06-22 10:43:31,"714		1335.0422270298	1590340.0000000000"
2016-06-22 10:43:32,"709		1336.0374760628	1587870.0000000000"
2016-06-22 10:43:33,"712		1337.0406720638	1586670.0000000000"
2016-06-22 10:43:34,"709		1338.0369329453	1585660.0000000000"
2016-06-22 10:43:35,"748		1339.0761709213	1586370.0000000000"
2016-06-22 10:43:36,"731		1340.0593328476	1585980.0000000000"
2016-06-22 10:43:37,"713		1341.0416638851	1586660.0000000000"
2016-06-22 10:43:38,"715		1342.0428659916	1587010.0000000000"
2016-06-22 10:43:39,"709		1343.0370540619	1586250.0000000000"
2016-06-22 10:43:40,"713		1344.0412628651	1585370.0000000000"
2016-06-22 10:43:41,"728		1345.0564708710	1585610.0000000000"
2016-06-22 10:43:42,"712		1346.0399060249	1586290.0000000000"
2016-06-22 10:43:43,"709		1347.0370559692	1585660.0000000000"
2016-06-22 10:43:44,"710		1348.0382928848	1586080.0000000000"
2016-06-22 10:43:45,"715		1349.0435578823	1586420.0000000000"
2016-06-22 10:43:46,"709		1350.0377609730	1586830.0000000000"
2016-06-22 10:43:47,"740		1351.0679528713	1586800.0000000000"
2016-06-22 10:43:48,"723		1352.0512089729	1586980.0000000000"
2016-06-22 10:43:49,"712		1353.0403020382	1585790.0000000000"
2016-06-22 10:43:50,"709		1354.0375249386	1585700.0000000000"
2016-06-22 10:43:51,"711		1355.0387668610	1586200.0000000000"
2016-06-22 10:43:52,"709		1356.0369930267	1586400.0000000000"
2016-06-22 10:43:53,"716		1357.0441789627	1585820.0000000000"
2016-06-22 10:43:54,"714		1358.0423939228	1585760.0000000000"
2016-06-22 10:43:55,"709		1359.0376219749	1586350.0000000000"
2016-06-22 10:43:56,"713		1360.0408680439	1586670.0000000000"
2016-06-22 10:43:57,"709		1361.0371959209	1587310.0000000000"
2016-06-22 10:43:58,"748		1362.0763030052	1586480.0000000000"
2016-06-22 10:43:59,"731		1363.0596039295	1587470.0000000000"
2016-06-22 10:44:00,"715		1364.0428299904	1586790.0000000000"
2016-06-22 10:44:01,"715		1365.0429930687	1586600.0000000000"
2016-06-22 10:44:02,"709		1366.0372259617	1586040.0000000000"
2016-06-22 10:44:03,"714		1367.0423600674	1586430.0000000000"
2016-06-22 10:44:04,"724		1368.0526230335	1586470.0000000000"
2016-06-22 10:44:05,"712		1369.0398070812	1585940.0000000000"
2016-06-22 10:44:06,"709		1370.0370368958	1585550.0000000000"
2016-06-22 10:44:07,"710		1371.0382149220	1585610.0000000000"
2016-06-22 10:44:08,"715		1372.0435459614	1585400.0000000000"
2016-06-22 10:44:09,"709		1373.0377459526	1584930.0000000000"
2016-06-22 10:44:10,"740		1374.0679988861	1584800.0000000000"
2016-06-22 10:44:11,"723		1375.0512700081	1584740.0000000000"
2016-06-22 10:44:12,"712		1376.0405478477	1584680.0000000000"
2016-06-22 10:44:13,"710		1377.0377690792	1584370.0000000000"
2016-06-22 10:44:14,"711		1378.0388910770	1584350.0000000000"
2016-06-22 10:44:15,"709		1379.0371990204	1584250.0000000000"
2016-06-22 10:44:16,"716		1380.0444459915	1583600.0000000000"
2016-06-22 10:44:17,"714		1381.0426690578	1583730.0000000000"
2016-06-22 10:44:18,"709		1382.0369288921	1583820.0000000000"
2016-06-22 10:44:19,"713		1383.0411839485	1583730.0000000000"
2016-06-22 10:44:20,"709		1384.0374109745	1583720.0000000000"
2016-06-22 10:44:21,"748		1385.0766179562	1583540.0000000000"
2016-06-22 10:44:22,"732		1386.0598318577	1583520.0000000000"
2016-06-22 10:44:23,"714		1387.0420968533	1583620.0000000000"
2016-06-22 10:44:24,"715		1388.0432460308	1583680.0000000000"
2016-06-22 10:44:25,"709		1389.0375878811	1583560.0000000000"
2016-06-22 10:44:26,"714		1390.0427160263	1582940.0000000000"
2016-06-22 10:44:27,"725		1391.0529189110	1583420.0000000000"
2016-06-22 10:44:28,"712		1392.0401949883	1583370.0000000000"
2016-06-22 10:44:29,"709		1393.0374200344	1584040.0000000000"
2016-06-22 10:44:30,"710		1394.0386710167	1583490.0000000000"
2016-06-22 10:44:31,"709		1395.0368750095	1583670.0000000000"
2016-06-22 10:44:32,"710		1396.0380940437	1583510.0000000000"
2016-06-22 10:44:33,"740		1397.0682978630	1583380.0000000000"
2016-06-22 10:44:34,"723		1398.0515229702	1583390.0000000000"
2016-06-22 10:44:35,"713		1399.0407910347	1582850.0000000000"
2016-06-22 10:44:36,"709		1400.0370759964	1583110.0000000000"
2016-06-22 10:44:37,"711		1401.0392708778	1583980.0000000000"
2016-06-22 10:44:38,"709		1402.0375728607	1584310.0000000000"
2016-06-22 10:44:39,"716		1403.0447628498	1584750.0000000000"
2016-06-22 10:44:40,"715		1404.0430228710	1584460.0000000000"
2016-06-22 10:44:41,"709		1405.0373139381	1583760.0000000000"
2016-06-22 10:44:42,"713		1406.0416259766	1582610.0000000000"
2016-06-22 10:44:43,"709		1407.0368540287	1582870.0000000000"
2016-06-22 10:44:44,"749		1408.0770268440	1583410.0000000000"
2016-06-22 10:44:45,"732		1409.0602300167	1583450.0000000000"
2016-06-22 10:44:46,"715		1410.0434579849	1583640.0000000000"
2016-06-22 10:44:47,"715		1411.0436940193	1583360.0000000000"
2016-06-22 10:44:48,"710		1412.0379440784	1583950.0000000000"
2016-06-22 10:44:49,"714		1413.0421068668	1584640.0000000000"
2016-06-22 10:44:50,"725		1414.0532958508	1584070.0000000000"
2016-06-22 10:44:51,"712		1415.0406160355	1583220.0000000000"
2016-06-22 10:44:52,"710		1416.0379199982	1584100.0000000000"
2016-06-22 10:44:53,"711		1417.0391218662	1583800.0000000000"
2016-06-22 10:44:54,"709		1418.0373499393	1585370.0000000000"
2016-06-22 10:44:55,"710		1419.0385339260	1584480.0000000000"
2016-06-22 10:44:56,"740		1420.0687608719	1583710.0000000000"
2016-06-22 10:44:57,"723		1421.0510940552	1584700.0000000000"
2016-06-22 10:44:58,"713		1422.0413248539	1588880.0000000000"
2016-06-22 10:44:59,"709		1423.0376250744	1588100.0000000000"
2016-06-22 10:45:00,"712		1424.0398108959	1588820.0000000000"
2016-06-22 10:45:01,"709		1425.0370390415	1592140.0000000000"
2016-06-22 10:45:02,"717		1426.0452189445	1589360.0000000000"
2016-06-22 10:45:03,"715		1427.0433628559	1585630.0000000000"
2016-06-22 10:45:04,"709		1428.0376210213	1585800.0000000000"
2016-06-22 10:45:05,"714		1429.0418369770	1584120.0000000000"
2016-06-22 10:45:06,"709		1430.0370800495	1587140.0000000000"
2016-06-22 10:45:07,"749		1431.0771989822	1584450.0000000000"
2016-06-22 10:45:08,"732		1432.0604829788	1586450.0000000000"
2016-06-22 10:45:09,"714		1433.0427200794	1583640.0000000000"
2016-06-22 10:45:10,"710		1434.0378839970	1582560.0000000000"
2016-06-22 10:45:11,"709		1435.0372049809	1583890.0000000000"
2016-06-22 10:45:12,"715		1436.0433740616	1582990.0000000000"
2016-06-22 10:45:13,"729		1437.0575699806	1581280.0000000000"
2016-06-22 10:45:14,"713		1438.0408020020	1583030.0000000000"
2016-06-22 10:45:15,"709		1439.0370399952	1582960.0000000000"
2016-06-22 10:45:16,"712		1440.0402879715	1583200.0000000000"
2016-06-22 10:45:17,"709		1441.0375258923	1585100.0000000000"
2016-06-22 10:45:18,"711		1442.0387868881	1583200.0000000000"
2016-06-22 10:45:19,"741		1443.0689928532	1586150.0000000000"
2016-06-22 10:45:20,"724		1444.0522048473	1587470.0000000000"
2016-06-22 10:45:21,"713		1445.0414159298	1586080.0000000000"
2016-06-22 10:45:22,"709		1446.0375928879	1584760.0000000000"
2016-06-22 10:45:23,"712		1447.0398390293	1583930.0000000000"
2016-06-22 10:45:24,"709		1448.0370540619	1583090.0000000000"
2016-06-22 10:45:25,"717		1449.0452609062	1584840.0000000000"
2016-06-22 10:45:26,"715		1450.0435340405	1584500.0000000000"
2016-06-22 10:45:27,"710		1451.0377690792	1583900.0000000000"
2016-06-22 10:45:28,"714		1452.0420229435	1581720.0000000000"
2016-06-22 10:45:29,"709		1453.0372669697	1582100.0000000000"
2016-06-22 10:45:30,"750		1454.0784339905	1581950.0000000000"
2016-06-22 10:45:31,"732		1455.0605609417	1583700.0000000000"
2016-06-22 10:45:32,"716		1456.0439150333	1584340.0000000000"
2016-06-22 10:45:33,"709		1457.0371868610	1583570.0000000000"
2016-06-22 10:45:34,"710		1458.0383789539	1584070.0000000000"
2016-06-22 10:45:35,"715		1459.0435879230	1584660.0000000000"
2016-06-22 10:45:36,"726		1460.0538408756	1582980.0000000000"
2016-06-22 10:45:37,"713		1461.0410580635	1584110.0000000000"
2016-06-22 10:45:38,"709		1462.0372328758	1583590.0000000000"
2016-06-22 10:45:39,"711		1463.0394949913	1581990.0000000000"
2016-06-22 10:45:40,"710		1464.0377910137	1581060.0000000000"
2016-06-22 10:45:41,"711		1465.0389678478	1582180.0000000000"
2016-06-22 10:45:42,"742		1466.0702040195	1585690.0000000000"
2016-06-22 10:45:43,"724		1467.0524029732	1584550.0000000000"
2016-06-22 10:45:44,"713		1468.0416328907	1584370.0000000000"
2016-06-22 10:45:45,"710		1469.0378658772	1583260.0000000000"
2016-06-22 10:45:46,"712		1470.0400779247	1582810.0000000000"
2016-06-22 10:45:47,"709		1471.0372838974	1582940.0000000000"
2016-06-22 10:45:48,"717		1472.0454969406	1582760.0000000000"
2016-06-22 10:45:49,"710		1473.0377659798	1580920.0000000000"
2016-06-22 10:45:50,"710		1474.0380659103	1580600.0000000000"
2016-06-22 10:45:51,"714		1475.0422558784	1581190.0000000000"
2016-06-22 10:45:52,"709		1476.0374310017	1581170.0000000000"
2016-06-22 10:45:53,"750		1477.0786468983	1580890.0000000000"
2016-06-22 10:45:54,"733		1478.0609378815	1582060.0000000000"
2016-06-22 10:45:55,"716		1479.0442130566	1582330.0000000000"
2016-06-22 10:45:56,"709		1480.0373818874	1583240.0000000000"
2016-06-22 10:45:57,"710		1481.0386059284	1582840.0000000000"
2016-06-22 10:45:58,"716		1482.0438680649	1581650.0000000000"
2016-06-22 10:45:59,"727		1483.0549960136	1580450.0000000000"
2016-06-22 10:46:00,"713		1484.0412569046	1580860.0000000000"
2016-06-22 10:46:01,"709		1485.0374300480	1580170.0000000000"
2016-06-22 10:46:02,"712		1486.0406918526	1579160.0000000000"
2016-06-22 10:46:03,"709		1487.0369398594	1580260.0000000000"
2016-06-22 10:46:04,"712		1488.0401299000	1580060.0000000000"
2016-06-22 10:46:05,"741		1489.0692069530	1578810.0000000000"
2016-06-22 10:46:06,"725		1490.0534079075	1578580.0000000000"
2016-06-22 10:46:07,"714		1491.0426440239	1578560.0000000000"
2016-06-22 10:46:08,"710		1492.0379300117	1578490.0000000000"
2016-06-22 10:46:09,"713		1493.0412130356	1578580.0000000000"
2016-06-22 10:46:10,"709		1494.0373830795	1578150.0000000000"
2016-06-22 10:46:11,"718		1495.0466289520	1578580.0000000000"
2016-06-22 10:46:12,"710		1496.0378968716	1578340.0000000000"
2016-06-22 10:46:13,"710		1497.0381369591	1578720.0000000000"
2016-06-22 10:46:14,"714		1498.0424108505	1579360.0000000000"
2016-06-22 10:46:15,"709		1499.0376460552	1578930.0000000000"
2016-06-22 10:46:16,"750		1500.0787708759	1579780.0000000000"
2016-06-22 10:46:17,"733		1501.0610859394	1578880.0000000000"
2016-06-22 10:46:18,"716		1502.0443120003	1579290.0000000000"
2016-06-22 10:46:19,"709		1503.0375368595	1579200.0000000000"
2016-06-22 10:46:20,"710		1504.0387048721	1579210.0000000000"
2016-06-22 10:46:21,"709		1505.0369138718	1579240.0000000000"
2016-06-22 10:46:22,"727		1506.0552079678	1577610.0000000000"
2016-06-22 10:46:23,"714		1507.0423898697	1579060.0000000000"
2016-06-22 10:46:24,"709		1508.0376648903	1579930.0000000000"
2016-06-22 10:46:25,"713		1509.0408949852	1579310.0000000000"
2016-06-22 10:46:26,"709		1510.0370049477	1579140.0000000000"
2016-06-22 10:46:27,"712		1511.0402328968	1579030.0000000000"
2016-06-22 10:46:28,"742		1512.0704300404	1579840.0000000000"
2016-06-22 10:46:29,"724		1513.0526318550	1579140.0000000000"
2016-06-22 10:46:30,"715		1514.0428700447	1579030.0000000000"
2016-06-22 10:46:31,"709		1515.0371119976	1578630.0000000000"
2016-06-22 10:46:32,"713		1516.0412878990	1578420.0000000000"
2016-06-22 10:46:33,"709		1517.0375609398	1579010.0000000000"
2016-06-22 10:46:34,"718		1518.0466740131	1579290.0000000000"
2016-06-22 10:46:35,"709		1519.0369639397	1579860.0000000000"
2016-06-22 10:46:36,"710		1520.0382189751	1578460.0000000000"
2016-06-22 10:46:37,"715		1521.0433089733	1578750.0000000000"
2016-06-22 10:46:38,"709		1522.0375609398	1578130.0000000000"
2016-06-22 10:46:39,"750		1523.0787389278	1578790.0000000000"
2016-06-22 10:46:40,"734		1524.0620529652	1578570.0000000000"
2016-06-22 10:46:41,"716		1525.0442500114	1577940.0000000000"
2016-06-22 10:46:42,"709		1526.0375390053	1578490.0000000000"
2016-06-22 10:46:43,"710		1527.0387098789	1578770.0000000000"
2016-06-22 10:46:44,"709		1528.0368340015	1578500.0000000000"
2016-06-22 10:46:45,"727		1529.0550119877	1578520.0000000000"
2016-06-22 10:46:46,"714		1530.0422298908	1579760.0000000000"
2016-06-22 10:46:47,"709		1531.0374410152	1579050.0000000000"
2016-06-22 10:46:48,"712		1532.0407018661	1579680.0000000000"
2016-06-22 10:46:49,"709		1533.0369100571	1580100.0000000000"
2016-06-22 10:46:50,"712		1534.0400869846	1579150.0000000000"
2016-06-22 10:46:51,"742		1535.0703098774	1580030.0000000000"
2016-06-22 10:46:52,"725		1536.0535919666	1580720.0000000000"
2016-06-22 10:46:53,"715		1537.0427968502	1578530.0000000000"
2016-06-22 10:46:54,"709		1538.0369648933	1578620.0000000000"
2016-06-22 10:46:55,"714		1539.0421149731	1578570.0000000000"
2016-06-22 10:46:56,"709		1540.0373389721	1578340.0000000000"
2016-06-22 10:46:57,"718		1541.0465440750	1578650.0000000000"
2016-06-22 10:46:58,"710		1542.0377829075	1577610.0000000000"
2016-06-22 10:46:59,"711		1543.0389480591	1577750.0000000000"
2016-06-22 10:47:00,"709		1544.0371139050	1577460.0000000000"
2016-06-22 10:47:01,"709		1545.0373380184	1577430.0000000000"
2016-06-22 10:47:02,"751		1546.0795378685	1577560.0000000000"
2016-06-22 10:47:03,"733		1547.0617640018	1577290.0000000000"
2016-06-22 10:47:04,"717		1548.0449199677	1576420.0000000000"
2016-06-22 10:47:05,"709		1549.0371160507	1576390.0000000000"
2016-06-22 10:47:06,"711		1550.0392889977	1576460.0000000000"
2016-06-22 10:47:07,"709		1551.0374898911	1576990.0000000000"
2016-06-22 10:47:08,"727		1552.0556719303	1577350.0000000000"
2016-06-22 10:47:09,"715		1553.0429620743	1577410.0000000000"
2016-06-22 10:47:10,"709		1554.0372159481	1577670.0000000000"
2016-06-22 10:47:11,"713		1555.0413479805	1577660.0000000000"
2016-06-22 10:47:12,"709		1556.0375030041	1578250.0000000000"
2016-06-22 10:47:13,"713		1557.0407609940	1579750.0000000000"
2016-06-22 10:47:14,"743		1558.0708320141	1577510.0000000000"
2016-06-22 10:47:15,"725		1559.0532319546	1575670.0000000000"
2016-06-22 10:47:16,"715		1560.0433640480	1577450.0000000000"
2016-06-22 10:47:17,"709		1561.0376698971	1576800.0000000000"
2016-06-22 10:47:18,"714		1562.0418219566	1577730.0000000000"
2016-06-22 10:47:19,"709		1563.0369999409	1577280.0000000000"
2016-06-22 10:47:20,"719		1564.0472369194	1578130.0000000000"
2016-06-22 10:47:21,"709		1565.0375170708	1576120.0000000000"
2016-06-22 10:47:22,"711		1566.0387740135	1575250.0000000000"
2016-06-22 10:47:23,"709		1567.0370528698	1577730.0000000000"
2016-06-22 10:47:24,"709		1568.0372679234	1576360.0000000000"
2016-06-22 10:47:25,"751		1569.0795140266	1576490.0000000000"
2016-06-22 10:47:26,"734		1570.0627720356	1575900.0000000000"
2016-06-22 10:47:27,"717		1571.0450170040	1575940.0000000000"
2016-06-22 10:47:28,"709		1572.0372128487	1575550.0000000000"
2016-06-22 10:47:29,"711		1573.0394558907	1575480.0000000000"
2016-06-22 10:47:30,"709		1574.0376670361	1575560.0000000000"
2016-06-22 10:47:31,"728		1575.0558269024	1574900.0000000000"
2016-06-22 10:47:32,"715		1576.0430889130	1575120.0000000000"
2016-06-22 10:47:33,"709		1577.0372669697	1574750.0000000000"
2016-06-22 10:47:34,"713		1578.0415229797	1574180.0000000000"
2016-06-22 10:47:35,"709		1579.0377728939	1574350.0000000000"
2016-06-22 10:47:36,"713		1580.0410580635	1574060.0000000000"
2016-06-22 10:47:37,"743		1581.0712170601	1573010.0000000000"
2016-06-22 10:47:38,"726		1582.0544018745	1573980.0000000000"
2016-06-22 10:47:39,"715		1583.0436139107	1573920.0000000000"
2016-06-22 10:47:40,"709		1584.0369520187	1573890.0000000000"
2016-06-22 10:47:41,"714		1585.0422139168	1574670.0000000000"
2016-06-22 10:47:42,"709		1586.0374169350	1575200.0000000000"
2016-06-22 10:47:43,"719		1587.0475900173	1574090.0000000000"
2016-06-22 10:47:44,"710		1588.0377769470	1573350.0000000000"
2016-06-22 10:47:45,"711		1589.0390648842	1574190.0000000000"
2016-06-22 10:47:46,"709		1590.0372939110	1574940.0000000000"
2016-06-22 10:47:47,"710		1591.0384800434	1574410.0000000000"
2016-06-22 10:47:48,"751		1592.0797328949	1573620.0000000000"
2016-06-22 10:47:49,"735		1593.0629959106	1573830.0000000000"
2016-06-22 10:47:50,"718		1594.0462188721	1573030.0000000000"
2016-06-22 10:47:51,"709		1595.0372798443	1572760.0000000000"
2016-06-22 10:47:52,"711		1596.0396709442	1573370.0000000000"
2016-06-22 10:47:53,"709		1597.0368869305	1573690.0000000000"
2016-06-22 10:47:54,"728		1598.0559880733	1573300.0000000000"
2016-06-22 10:47:55,"715		1599.0433099270	1573080.0000000000"
2016-06-22 10:47:56,"709		1600.0375690460	1573150.0000000000"
2016-06-22 10:47:57,"713		1601.0417618752	1573190.0000000000"
2016-06-22 10:47:58,"710		1602.0380430222	1572810.0000000000"
2016-06-22 10:47:59,"713		1603.0412168503	1573120.0000000000"
2016-06-22 10:48:00,"744		1604.0724689960	1573100.0000000000"
2016-06-22 10:48:01,"725		1605.0536758900	1572930.0000000000"
2016-06-22 10:48:02,"709		1606.0369570255	1572110.0000000000"
2016-06-22 10:48:03,"710		1607.0381529331	1572050.0000000000"
2016-06-22 10:48:04,"714		1608.0424048901	1572540.0000000000"
2016-06-22 10:48:05,"709		1609.0375750065	1573270.0000000000"
2016-06-22 10:48:06,"720		1610.0479938984	1573250.0000000000"
2016-06-22 10:48:07,"709		1611.0372059345	1573540.0000000000"
2016-06-22 10:48:08,"711		1612.0392858982	1573440.0000000000"
2016-06-22 10:48:09,"709		1613.0375549793	1572850.0000000000"
2016-06-22 10:48:10,"710		1614.0377759933	1572730.0000000000"
2016-06-22 10:48:11,"709		1615.0369119644	1572510.0000000000"
2016-06-22 10:48:12,"735		1616.0632250309	1572250.0000000000"
2016-06-22 10:48:13,"717		1617.0454559326	1572810.0000000000"
2016-06-22 10:48:14,"709		1618.0376670361	1572630.0000000000"
2016-06-22 10:48:15,"712		1619.0400490761	1573400.0000000000"
2016-06-22 10:48:16,"709		1620.0372710228	1572860.0000000000"
2016-06-22 10:48:17,"728		1621.0564548969	1572860.0000000000"
2016-06-22 10:48:18,"715		1622.0436429977	1572130.0000000000"
2016-06-22 10:48:19,"710		1623.0378558636	1572200.0000000000"
2016-06-22 10:48:20,"714		1624.0421440601	1572030.0000000000"
2016-06-22 10:48:21,"709		1625.0373969078	1571700.0000000000"
2016-06-22 10:48:22,"713		1626.0415718555	1572920.0000000000"
2016-06-22 10:48:23,"744		1627.0718190670	1572730.0000000000"
2016-06-22 10:48:24,"727		1628.0550329685	1573460.0000000000"
2016-06-22 10:48:25,"709		1629.0372588634	1572640.0000000000"
2016-06-22 10:48:26,"709		1630.0375490189	1573120.0000000000"
2016-06-22 10:48:27,"714		1631.0427348614	1572880.0000000000"
2016-06-22 10:48:28,"709		1632.0370049477	1573690.0000000000"
2016-06-22 10:48:29,"720		1633.0482058525	1573850.0000000000"
2016-06-22 10:48:30,"709		1634.0373969078	1573830.0000000000"
2016-06-22 10:48:31,"711		1635.0396668911	1573560.0000000000"
2016-06-22 10:48:32,"709		1636.0368919373	1573360.0000000000"
2016-06-22 10:48:33,"711		1637.0391209126	1573440.0000000000"
2016-06-22 10:48:34,"753		1638.0812468529	1574360.0000000000"
2016-06-22 10:48:35,"735		1639.0635070801	1573250.0000000000"
2016-06-22 10:48:36,"718		1640.0467019081	1573380.0000000000"
2016-06-22 10:48:37,"709		1641.0369429588	1573480.0000000000"
2016-06-22 10:48:38,"713		1642.0411489010	1573240.0000000000"
2016-06-22 10:48:39,"709		1643.0373110771	1572880.0000000000"
2016-06-22 10:48:40,"728		1644.0565638542	1572960.0000000000"
2016-06-22 10:48:41,"716		1645.0437860489	1572720.0000000000"
2016-06-22 10:48:42,"710		1646.0380520821	1572780.0000000000"
2016-06-22 10:48:43,"714		1647.0422539711	1572580.0000000000"
2016-06-22 10:48:44,"709		1648.0374989510	1572350.0000000000"
2016-06-22 10:48:45,"714		1649.0417749882	1572310.0000000000"
2016-06-22 10:48:46,"744		1650.0718939304	1572150.0000000000"
2016-06-22 10:48:47,"727		1651.0552198887	1571890.0000000000"
2016-06-22 10:48:48,"710		1652.0383520126	1571810.0000000000"
2016-06-22 10:48:49,"710		1653.0386080742	1571880.0000000000"
2016-06-22 10:48:50,"715		1654.0428838730	1571860.0000000000"
2016-06-22 10:48:51,"709		1655.0371379852	1571770.0000000000"
2016-06-22 10:48:52,"720		1656.0482580662	1571700.0000000000"
2016-06-22 10:48:53,"709		1657.0375518799	1571650.0000000000"
2016-06-22 10:48:54,"713		1658.0407838821	1571570.0000000000"
2016-06-22 10:48:55,"709		1659.0370509624	1571300.0000000000"
2016-06-22 10:48:56,"711		1660.0392229557	1571530.0000000000"
2016-06-22 10:48:57,"752		1661.0803940296	1571100.0000000000"
2016-06-22 10:48:58,"735		1662.0635130405	1571040.0000000000"
2016-06-22 10:48:59,"719		1663.0468158722	1571250.0000000000"
2016-06-22 10:49:00,"709		1664.0369870663	1571350.0000000000"
2016-06-22 10:49:01,"713		1665.0412518978	1571170.0000000000"
2016-06-22 10:49:02,"709		1666.0375008583	1571080.0000000000"
2016-06-22 10:49:03,"732		1667.0607099533	1571140.0000000000"
2016-06-22 10:49:04,"712		1668.0399599075	1571240.0000000000"
2016-06-22 10:49:05,"710		1669.0382380486	1571250.0000000000"
2016-06-22 10:49:06,"715		1670.0433740616	1571150.0000000000"
2016-06-22 10:49:07,"709		1671.0376510620	1571070.0000000000"
2016-06-22 10:49:08,"714		1672.0418598652	1571120.0000000000"
2016-06-22 10:49:09,"744		1673.0720200539	1571070.0000000000"
2016-06-22 10:49:10,"727		1674.0552718639	1571090.0000000000"
2016-06-22 10:49:11,"710		1675.0385019779	1571170.0000000000"
2016-06-22 10:49:12,"710		1676.0386788845	1571110.0000000000"
